,first_name,last_name,gender,age,type,senate_class,party,twitter,tweet_id,tweet_text,tweet_retweet_count,tweet_favorite_count,IBM_text,Sadness,Joy,Tentative,Analytical,Confident,Fear,Anger
14,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,990031844606431233,"Located on the north bank of the Columbia River, in sight of mountain peaks and the nearby urban landscape, @FtVancouverNPS has a rich and exciting cultural past. Go #FindYourPark and check it out this #NationalParkWeek! https://t.co/NMkaPlfXYK",8,33,,,,,,,,
15,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,990017751891791872,The @EximBankUS needs to be fully operational to ensure U.S. exporters are not at a disadvantage vis-a-vis their foreign competitors. American jobs are at stake. #ExIm plays a crucial role in supporting nearly 12 million trade-dependent jobs.,8,11,The @EximBankUS needs to be fully operational to ensure U.S. exporters are not at a disadvantage vis-a-vis their foreign competitors.,,,,,,,
16,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,990002656851574784,The point of air tankers is to be able to catch #wildfires before they can grow into expensive incidents. I am concerned about a policy that would leave these air tankers unable to fly when they are ordered--for up to 48 hours.----https://t.co/bi1Fwbaoyi,18,59,The point of air tankers is to be able to catch #wildfires before they can grow into expensive incidents.,,,,,,,
17,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989991038151548934,Jim Watts was the Tri-Cities. He was a fixture of the community and a great leader with a keen sense of humor. We are thankful for his years of leadership and grateful to his family for sharing him. -MC,8,26,Jim Watts was the Tri-Cities.,,,,,,,
18,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989973051759620096,We also asked President Trump to push for confirmation of 4 of the nominees to @EximBankUS's board.,4,10,"We also asked President Trump to push for confirmation of 4 of the nominees to @EximBankUS's board.. Today I joined @SenatorHeitkamp, @PattyMurray, and others to urge President Trump to nominate a full-time, Senate-confirmed president for the @EximBankUS who supports a wholly functional bank.. Proud to receive this award from the @HumaneSociety for my strong record on animal protection legislation.",,0.781339,,0.553995,,,
19,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989973050220261376,"Today I joined @SenatorHeitkamp, @PattyMurray, and others to urge President Trump to nominate a full-time, Senate-confirmed president for the @EximBankUS who supports a wholly functional bank.",12,21,,,,,,,,
20,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989972454637367296,Proud to receive this award from the @HumaneSociety for my strong record on animal protection legislation. #HumaneAwards https://t.co/vv2UXQJx1T,15,67,Proud to receive this award from the @HumaneSociety for my strong record on animal protection legislation.,,0.89266,,0.506763,,,
21,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989951831370555392,RT @EnergyDems: NEW: @SenatorCantwell's statement on the Trump administration's announcement to revise the Well Control Rule. #ProtectOurCo...,44,0,RT @EnergyDems: NEW: @SenatorCantwell's statement on the Trump administration's announcement to revise the Well Control Rule.,,,,,,,
22,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989944612264521729,Good luck to the @PullmanHS science bowl team in the @DOE_SC_NSB competition this weekend and thanks for stopping by the Capitol! #NSB2018 https://t.co/eNZ2fJWhnS,13,40,,,,,,,,
23,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989912537473929217,"It was great to meet Zerin and her family from King County this week. She's the national grand prize winner of the @NAHROnational calendar contest, which challenged young people to create art reflecting the theme ""What Home Means to Me."" Take a look at her beautiful poster! https://t.co/kJkEmPAmR4",15,29,It was great to meet Zerin and her family from King County this week.,,0.850663,,,,,
24,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989883501917941760,"We know the weather is drier, we're seeing more fire starts, and we're seeing more homes destroyed. Now is not the time to cut research.----https://t.co/X34gy5PNH3",50,110,"We know the weather is drier, we're seeing more fire starts, and we're seeing more homes destroyed.",,,,,,,
25,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989706702659379200,"For the first time, the @ForestService can issue contracts for 20 years to do thinning in #fire-prone areas, treating fuels in our most challenging areas of central Washington and the NE corners of our state.",21,91,"For the first time, the @ForestService can issue contracts for 20 years to do thinning in #fire-prone areas, treating fuels in our most challenging areas of central Washington and the NE corners of our state.. I'm so glad this dedicated group of employees and volunteers from #PlannedParenthood clinics across Washington state stopped by my office yesterday.",,,,,,,
26,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989686570360885249,"I'm so glad this dedicated group of employees and volunteers from #PlannedParenthood clinics across Washington state stopped by my office yesterday. We stand with you, @PPGNHI! #StandWithPP https://t.co/bL0PsqPgiP",25,151,,,,,,,,
27,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989673483813703681,"Go explore the beautiful @OlympicNP this #NationalParkWeek. This diverse and incredible park protects a vast wilderness, thousands of years of human history, and several distinctly different ecosystems over nearly a million acres of land. #FindYourPark https://t.co/P3sRE2HtFO",24,71,Go explore the beautiful @OlympicNP this #NationalParkWeek.,,0.82322,,0.93884,,,
28,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989657881212588032,"I am concerned about a policy that would leave these air tankers unable to fly for up to 48 hours after they're ordered. It might look cheaper upfront but if they're not ready to serve for 48 hours when we have an emergency, how is that actually saving us?--https://t.co/77GlgAm50l",28,48,I am concerned about a policy that would leave these air tankers unable to fly for up to 48 hours after they're ordered.,0.537857,,,,,,
29,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989642530529660928,"Last year, 3.4 million visitors went to @OlympicNP. Nearby communities in rural parts of Washington state benefited from almost $287 million of spending. That supported 3,800+ local jobs and generated an economic benefit of almost $400 million. #NationalParkWeek #FindYourPark",25,62,"Last year, 3.4 million visitors went to @OlympicNP.",,,,,,,
30,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989629695019761666,"The weather is drier &amp; we're seeing more #wildfires &amp; homes destroyed. Now is not the time to cut Forest Service research. To get ahead of the problem, we need robust science. @ForestService's Pacific Wildland Fire Sciences Lab in Seattle is an example of that kind of research.",27,66,The weather is drier &amp; we're seeing more #wildfires &amp; homes destroyed.,,,,,,,
31,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989610569744486400,"I was proud to recognize Dr. Samuel Wasser, @UWBiology professor and director of its Center for Conservation Biology, with an award from @AWIOnline. He has been instrumental in safeguarding key protections for some of the world's most vulnerable animal populations. https://t.co/R3y91SWMXn",9,33,"I was proud to recognize Dr. Samuel Wasser, @UWBiology professor and director of its Center for Conservation Biology, with an award from @AWIOnline.",,0.750913,,0.636458,,,
32,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989594975322148865,"With the #wildfire seasons we're facing, we need #science just as much as we need assets like air tankers and water scoopers.",14,47,"With the #wildfire seasons we're facing, we need #science just as much as we need assets like air tankers and water scoopers..",,,0.659112,,,,
33,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989579872052789248,The point of air tankers is to be able to catch #wildfires before they can grow into expensive incidents. I am concerned about a policy that would leave these air tankers unable to fly when they are ordered--for up to 48 hours.----https://t.co/Bgr8WNQzjm,21,48,The point of air tankers is to be able to catch #wildfires before they can grow into expensive incidents.,,,,,,,
34,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989571285171822593,Today I voted no on CIA Director Mike Pompeo's confirmation as secretary of state. I am concerned that he will not provide the diplomatic leadership our country needs on the international stage. https://t.co/eMoXKPfkCj,124,833,Today I voted no on CIA Director Mike Pompeo's confirmation as secretary of state.,,,,0.870998,,,
35,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989549681230348288,"We know the weather is drier, we're seeing more fire starts, we're seeing more homes destroyed. Now is not the time to cut research.----https://t.co/LyrtjxcSR4",21,45,"We know the weather is drier, we're seeing more fire starts, we're seeing more homes destroyed.",,,,,,,
36,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989519477736902656,The point of air tankers is to be able to catch #wildfires before they can grow into expensive incidents. I am concerned about a policy that would leave these air tankers unable to fly when they are ordered--for up to 48 hours.----https://t.co/JZoWloCcGe,25,56,,,,,,,,
37,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989339281444425728,Our #wildfire funding fix reauthorized @ForestService's Secure Rural Schools program for 2 more years. This is so important for the #PacificNorthwest because it ensures communities aren't left without funding while we look to create permanent solutions.,13,53,Our #wildfire funding fix reauthorized @ForestService's Secure Rural Schools program for 2 more years.,,,,,0.751512,,
38,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989323176743194624,"We need to invest in our #NationalParks. It's not only good for the outdoor economy and for our citizens, but it's part of what helps fund our U.S. economy. #NationalParkWeek #FindYourPark",34,98,We need to invest in our #NationalParks.,,,,,,,
39,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989308076250542080,"Thanks to our #wildfire funding fix, the @ForestService will no longer have to borrow funding from other programs to get firefighters to the fire line, and it won't need to transfer money from land management accounts to pay for funding.",20,56,"Thanks to our #wildfire funding fix, the @ForestService will no longer have to borrow funding from other programs to get firefighters to the fire line, and it won't need to transfer money from land management accounts to pay for funding.. San Juan Island deserves recognition this #NationalParkWeek.",,,,,,,
40,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989293481427255298,"San Juan Island deserves recognition this #NationalParkWeek. Visit its splendid vistas, saltwater shores, quiet woodlands, orca whales, and one of the last remaining native prairies in the region. #FindYourPark https://t.co/gYXIacqyYj",26,77,San Juan Island deserves recognition this #NationalParkWeek.,,,,,,,
41,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989278380183957505,I questioned the interim chair of the @ForestService about the #ForestService's decision to eliminate its contracts for all of its water scoopers &amp; change the way its air tankers are contracted ahead of the 2018 #fire season. Watch our exchange here:--https://t.co/BucnJBMEJQ,9,21,I questioned the interim chair of the @ForestService about the #ForestService's decision to eliminate its contracts for all of its water scoopers &amp; change the way its air tankers are contracted ahead of the 2018 #fire season.,,,,,,,
42,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989263029392019457,The unique ecosystem of Alaska's Beaufort Sea is incompatible with expanded offshore drilling.----https://t.co/GI81Z7vdfj,19,43,The unique ecosystem of Alaska's Beaufort Sea is incompatible with expanded offshore drilling.----https://t.co/GI81Z7vdfj.,,,,,,,
43,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989247947199205376,"With #fire season looming, I held a hearing to examine our vision for #wildfire prevention and to discuss the president's budget request for the @ForestService. Watch it here:--https://t.co/QMfS6tlsTB",10,30,"With #fire season looming, I held a hearing to examine our vision for #wildfire prevention and to discuss the president's budget request for the @ForestService.",,,,0.60456,,,
44,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989236449177456642,"To get ahead of the #wildfire problem, we need robust science. The @ForestService's Pacific Wildland Fire Sciences Lab in Seattle is an example of that kind of research. https://t.co/06DWbQUHap",14,39,"To get ahead of the #wildfire problem, we need robust science.",0.504362,,,0.653099,,,
45,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989220764359458818,"Expanding #oil development in frontier regions like the #Arctic Ocean, where any oil would not come to market for decades even if it were discovered and could be developed safely, harms our nation's urgent need to transition to a low-carbon future.",20,52,"Expanding #oil development in frontier regions like the #Arctic Ocean, where any oil would not come to market for decades even if it were discovered and could be developed safely, harms our nation's urgent need to transition to a low-carbon future..",,,0.615352,0.739217,,,
46,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989190306548547585,"A major oil spill in Alaska's Beaufort Sea would occur 1,000+ miles from the nearest #CoastGuard station, with the threat of sea ice in all seasons, subzero temperatures, storms &amp; darkness up to 20 hrs a day. This unique ecosystem is incompatible with expanded #offshoredrilling.",70,154,"A major oil spill in Alaska's Beaufort Sea would occur 1,000+ miles from the nearest #CoastGuard station, with the threat of sea ice in all seasons, subzero temperatures, storms &amp; darkness up to 20 hrs a day.",,,,,,0.60079,
47,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989171593082560514,"The number of visitors to our beautiful #NationalParks is only growing. In the past decade alone, @NatlParkService visitation has gone up 20%.--#NationalParkWeek #FindYourPark",10,35,The number of visitors to our beautiful #NationalParks is only growing.,,0.875428,,,,,
48,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,989163818793267200,Yesterday I led a Democratic letter to @Interior @SecretaryZinke calling on him to stop preparations for a potential #oil and #gas lease sale in Alaska's Beaufort Sea. The harsh and fragile Arctic Ocean is incompatible with expanded offshore drilling.,58,210,Yesterday I led a Democratic letter to @Interior @SecretaryZinke calling on him to stop preparations for a potential #oil and #gas lease sale in Alaska's Beaufort Sea.,,,,,,,
49,Maria,Cantwell,F,59,sen,1.0,Democrat,SenatorCantwell,988960789708050432,More and more women are starting their own small businesses. I recently sent a letter to a Senate Appropriations Subcommittee to urge that it maintain funding for @SBAgov's Women's Business Centers and reject President Trump's proposal to cut funding for the program.,22,64,More and more women are starting their own small businesses.,,0.549313,,,,,
50,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,991077987993894912,"I agree with Senator Rubio, the #GOPTaxBill hasn't helped American workers nearly as much as wealthy shareholders. This isn't a surprise. It's one of the many reasons I voted against the bill. https://t.co/dZiQ1nUlVV https://t.co/X28evZh0Wh",368,946,"I agree with Senator Rubio, the #GOPTaxBill hasn't helped American workers nearly as much as wealthy shareholders.",,,0.58393,,,,
51,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,991061934438002689,"Under the Trump administration, ICE is no longer prioritizing violent criminals for deportation. Instead, ICE is now indiscriminately rounding up immigrants for deportation, tearing apart families in the process. We can't allow ICE to receive more money to expand these practices. https://t.co/Pvuh1h3hFe",1373,2458,"Under the Trump administration, ICE is no longer prioritizing violent criminals for deportation.",,,,,,,
52,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,991050051249156097,"Amidst a growing opioid epidemic and increased overdoses of meth and cocaine, we must do everything we can to ensure a robust substance abuse prevention infrastructure is in place. Our bill would reauthorize existing programs and build on their successes. https://t.co/xr74wMDKgr",59,158,"Amidst a growing opioid epidemic and increased overdoses of meth and cocaine, we must do everything we can to ensure a robust substance abuse prevention infrastructure is in place.",,,,,,,
53,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,991020591984594945,RT @pewtrusts: Commonsense and bipartisanship: @SenFeinstein offers a new approach to #bycatch--a long-standing fisheries problem https://t....,23,0,RT @pewtrusts: Commonsense and bipartisanship: @SenFeinstein offers a new approach to #bycatch--a long-standing fisheries problem https://t..... @CecileRichards has been an incredible champion in the fight for women's health and an exemplary leader of Planned Parenthood.,,0.551848,,,,,
54,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,990986713852981248,"@CecileRichards has been an incredible champion in the fight for women's health and an exemplary leader of Planned Parenthood.  I appreciate her commitment to quality, affordable health care in the face of relentless attacks. #ThankYouCecile I can't wait to see what you do next!",62,188,,,,,,,,
55,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,990714090069749760,All Americans who are fit and willing to serve our country in the military should be allowed to do so. It's profoundly cruel to tell transgender individuals serving their country honorably that they are no longer welcome. #ProtectTransTroops https://t.co/ULKmENZTXD,1216,4170,All Americans who are fit and willing to serve our country in the military should be allowed to do so.,,,,,0.618451,,
56,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,990654699186552832,"In the past the Farm Bill provided comprehensive farm and food policy, but today this must-pass bill is being used to pass environmentally harmful policies. We hope the 2018 Farm Bill will address policy without destroying our planet in the process. https://t.co/z21ta2N6aK",311,531,"In the past the Farm Bill provided comprehensive farm and food policy, but today this must-pass bill is being used to pass environmentally harmful policies.",,,,,,,
57,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,990307915310469121,.@JetBlue 's return after a decade is a great win for the Ontario Airport and the Inland Empire. This is a major milestone in the airport's continued growth and exactly why we fought to return the airport to local control. https://t.co/KPNRk8Syuq,67,228,,,,,,,,
58,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,990300363860267008,"The Climate Change Education Act would promote climate literacy by broadening understanding of climate change, the consequences of climate change and potential solutions. Our first step toward confronting this threat to our planet is education.https://t.co/878LtbXqUS",806,2259,"The Climate Change Education Act would promote climate literacy by broadening understanding of climate change, the consequences of climate change and potential solutions.",,,,0.852209,,,
59,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989957698853724160,"In California, COPS funding has been used to fund programs for at-risk youth, hiring police officers, and in some areas, helped bring about a 50 percent reduction in violent crime and arrests. I am proud to support reauthorizing this important program. https://t.co/NEswQgTbEx",133,374,"In California, COPS funding has been used to fund programs for at-risk youth, hiring police officers, and in some areas, helped bring about a 50 percent reduction in violent crime and arrests.",,,,,,,
60,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989927268922351623,"HUD should be helping low-income families across California and the U.S. find safe, quality housing at affordable rents. Increasing their rent by 300 percent is exactly the kind of predatory practice HUD was created to combat. We're asking HUD why it thinks this is a good idea. https://t.co/oajAjvAEUl",1365,2498,"HUD should be helping low-income families across California and the U.S. find safe, quality housing at affordable rents.",,,,,,,
61,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989891597683822593,Do you know which vaccinations your child needs and when the best time to get them is? Use this CDC tool to find out and locate resources in your area. https://t.co/4Z9sXn7TDg #NIW #ivax2protect https://t.co/TPUBebEFml,63,120,Do you know which vaccinations your child needs and when the best time to get them is?,,,,,,,
62,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989637244527919104,"In the U.S., these nets are already banned in the Atlantic, Gulf of Mexico and off the coasts of Washington, Oregon, Alaska and Hawaii. However, they are still used off the coast of California. It's time to phase them out and encourage more sustainable methods of fishing.",492,1392,"In the U.S., these nets are already banned in the Atlantic, Gulf of Mexico and off the coasts of Washington, Oregon, Alaska and Hawaii.",,,,,,,
63,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989630953973694465,"Driftnets, often more than a mile in length, are left in the ocean overnight to catch swordfish and thresher sharks. Sixty other marine species, including whales, dolphins, sea lions, sea turtles, fish and sharks, can also become entangled in the nets, injuring or killing them.",349,627,,,,,,,,
64,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989628436879523840,The use of one type of fishing gear in California - large mesh driftnets -  is killing more dolphins and porpoises than everywhere else on the West Coast combined. Our bipartisan bill will remove these harmful driftnets from our oceans. https://t.co/06fr7Ut8pG,631,1343,The use of one type of fishing gear in California - large mesh driftnets -  is killing more dolphins and porpoises than everywhere else on the West Coast combined.,,,,,,,
65,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989619125826793472,"Firing Special Counsel Mueller without cause would violate Justice Department regulations, fly in the face of federal law and represent an incredibly dangerous abuse of power. It's time we bring this bill before the full Senate for debate and a vote. https://t.co/5gl2ufdREG",679,1763,"Firing Special Counsel Mueller without cause would violate Justice Department regulations, fly in the face of federal law and represent an incredibly dangerous abuse of power.",,,,,0.509368,,
66,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989614524973142018,Bryan Stevenson and @Eji_Org have built a powerful memorial to the thousands of victims of lynchings across the U.S. I hope we can look to our past and learn the devastating consequences of hatred and white supremacy. https://t.co/jlU3faWIu3,85,219,Bryan Stevenson and @Eji_Org have built a powerful memorial to the thousands of victims of lynchings across the U.S. I hope we can look to our past and learn the devastating consequences of hatred and white supremacy.,,,,,,,
67,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989614522922041345,"Today, the National Memorial for Peace and Justice opens in Montgomery, Ala.  It documents our country's history of white supremacy and lynchings, one of the least recognized atrocities in our past. This is a historic moment and an acknowledgement of a past often forgotten.",131,355,"Today, the National Memorial for Peace and Justice opens in Montgomery, Ala.",,0.659463,,0.620279,,,
68,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989586640069775360,"Producer, mixers and engineers play a central role behind the scenes in the creation of music we all know and love. It's time they're able to collect the royalties they've worked so hard to earn. #WorldIPDay https://t.co/WRnz5UIM6n",124,346,,,,,,,,
69,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989555686853013504,Israel's demolition of Palestinian schools won't make the Israeli people safer. Cutting off a Palestinian child's access to education will only encourage violence and extremism. https://t.co/ziivmOxYjl,574,971,Israel's demolition of Palestinian schools won't make the Israeli people safer.,,,,0.653099,,,
70,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989529546289446912,RT @SenateDems: .@SenFeinstein: The bill codifies [DOJ] regulations and provides an extra layer of protection over the Special Counsel's in...,222,0,RT @SenateDems: .@SenFeinstein:,,,,,,,
71,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989526295548715009,BREAKING: Good news! The Senate Judiciary Committee has voted to send the Special Counsel Independence and Integrity Act to the full Senate. This an important step to protect the special counsel from being fired.,9323,37113,,,,,,,,
72,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989283916996587521,"Giving your baby the recommended immunizations by age 2 is the best way to protect them from 14 serious childhood diseases, like whooping cough and measles. Find out more: https://t.co/M5QQZky9pT https://t.co/HW31aL6tmz",89,270,,,,,,,,
73,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989257663195303952,"The sandy beaches and forested ridges of Point Reyes National Seashore are home to 1,000 different species of plants and animals, including more than 45% of North American birds, nearly 18% of California's plants, and 38 threatened or endangered species.#NationalParkWeek https://t.co/bAeTVVwOef",259,774,"The sandy beaches and forested ridges of Point Reyes National Seashore are home to 1,000 different species of plants and animals, including more than 45% of North American birds, nearly 18% of California's plants, and 38 threatened or endangered species.#NationalParkWeek",,,,,,,
74,Dianne,Feinstein,F,84,sen,1.0,Democrat,SenFeinstein,989238743553933312,"Despite being eradicated in the U.S., America experienced a record number of measles cases during 2014 (667 cases in 27 states). Most patients were unvaccinated.  Important reminder that vaccinations are still critical!  https://t.co/s9ROmH9gYY https://t.co/czfcPdQ8XC",87,199,"Despite being eradicated in the U.S., America experienced a record number of measles cases during 2014 (667 cases in 27 states).",,,,,,,
