score,tone_name,doc_id
0.111621,Openness,7
0.913772,Conscientiousness,7
0.718849,Extraversion,7
0.899449,Agreeableness,7
0.76098,Emotional Range,7
0.050014,Anger,8
0.09938,Disgust,8
0.055413,Fear,8
0.635605,Joy,8
0.53926,Sadness,8
0.255865,Analytical,8
0.0,Confident,8
0.113884,Tentative,8
0.200903,Openness,8
0.926941,Conscientiousness,8
0.743761,Extraversion,8
0.967943,Agreeableness,8
0.807822,Emotional Range,8
0.079777,Anger,9
0.472474,Disgust,9
0.069505,Fear,9
0.672639,Joy,9
0.133757,Sadness,9
0.0,Analytical,9
0.0,Confident,9
0.000468,Tentative,9
0.150399,Openness,9
0.90356,Conscientiousness,9
0.710074,Extraversion,9
0.993507,Agreeableness,9
0.626472,Emotional Range,9
0.09332,Anger,10
0.159588,Disgust,10
0.100358,Fear,10
0.579423,Joy,10
0.212388,Sadness,10
0.0,Analytical,10
0.0,Confident,10
0.396187,Tentative,10
0.131985,Openness,10
0.800682,Conscientiousness,10
0.722781,Extraversion,10
0.972848,Agreeableness,10
0.680611,Emotional Range,10
0.098179,Anger,11
0.11083,Disgust,11
0.099331,Fear,11
0.624944,Joy,11
0.555369,Sadness,11
0.224599,Analytical,11
0.163323,Confident,11
0.0,Tentative,11
0.200687,Openness,11
0.940819,Conscientiousness,11
0.726493,Extraversion,11
0.898639,Agreeableness,11
0.780549,Emotional Range,11
0.078998,Anger,12
0.135542,Disgust,12
0.081282,Fear,12
0.672693,Joy,12
0.188312,Sadness,12
0.0,Analytical,12
0.399869,Confident,12
0.0,Tentative,12
0.11402,Openness,12
0.765467,Conscientiousness,12
0.787193,Extraversion,12
0.960338,Agreeableness,12
0.559729,Emotional Range,12
0.108638,Anger,13
0.458199,Disgust,13
0.082251,Fear,13
0.618642,Joy,13
0.521953,Sadness,13
0.34012,Analytical,13
0.350052,Confident,13
0.0,Tentative,13
0.348558,Openness,13
0.856996,Conscientiousness,13
0.761246,Extraversion,13
0.93868,Agreeableness,13
0.68417,Emotional Range,13
0.067015,Anger,14
0.10465,Disgust,14
0.073774,Fear,14
0.664299,Joy,14
0.509949,Sadness,14
0.0,Analytical,14
0.0,Confident,14
0.271124,Tentative,14
0.285304,Openness,14
0.987184,Conscientiousness,14
0.886781,Extraversion,14
0.980933,Agreeableness,14
0.901043,Emotional Range,14
0.071103,Anger,15
0.129854,Disgust,15
0.074749,Fear,15
0.644941,Joy,15
0.498046,Sadness,15
0.0,Analytical,15
0.0,Confident,15
0.011229,Tentative,15
0.279816,Openness,15
0.956272,Conscientiousness,15
0.755286,Extraversion,15
0.99721,Agreeableness,15
0.76928,Emotional Range,15
0.092382,Anger,16
0.46114,Disgust,16
0.073364,Fear,16
0.616498,Joy,16
0.170714,Sadness,16
0.0,Analytical,16
0.200604,Confident,16
0.0,Tentative,16
0.266297,Openness,16
0.764243,Conscientiousness,16
0.724005,Extraversion,16
0.93145,Agreeableness,16
0.636158,Emotional Range,16
0.097168,Anger,17
0.130274,Disgust,17
0.090459,Fear,17
0.634756,Joy,17
0.168677,Sadness,17
0.0,Analytical,17
0.523777,Confident,17
0.0,Tentative,17
0.166286,Openness,17
0.944001,Conscientiousness,17
0.793363,Extraversion,17
0.984252,Agreeableness,17
0.70321,Emotional Range,17
0.107318,Anger,18
0.525692,Disgust,18
0.090081,Fear,18
0.599674,Joy,18
0.485429,Sadness,18
0.0,Analytical,18
0.312426,Confident,18
0.0,Tentative,18
0.087122,Openness,18
0.958144,Conscientiousness,18
0.600723,Extraversion,18
0.953315,Agreeableness,18
0.824549,Emotional Range,18
0.094215,Anger,19
0.447708,Disgust,19
0.0939,Fear,19
0.633261,Joy,19
0.555768,Sadness,19
0.012255,Analytical,19
0.0,Confident,19
0.002613,Tentative,19
0.117546,Openness,19
0.978211,Conscientiousness,19
0.746381,Extraversion,19
0.982245,Agreeableness,19
0.766922,Emotional Range,19
0.080306,Anger,20
0.07479,Disgust,20
0.109798,Fear,20
0.618288,Joy,20
0.149011,Sadness,20
0.0,Analytical,20
0.0,Confident,20
0.362337,Tentative,20
0.248649,Openness,20
0.83079,Conscientiousness,20
0.460604,Extraversion,20
0.956624,Agreeableness,20
0.299871,Emotional Range,20
0.083288,Anger,21
0.430018,Disgust,21
0.092372,Fear,21
0.642033,Joy,21
0.509224,Sadness,21
0.0,Analytical,21
0.301046,Confident,21
0.0,Tentative,21
0.163438,Openness,21
0.849789,Conscientiousness,21
0.629094,Extraversion,21
0.974139,Agreeableness,21
0.456059,Emotional Range,21
0.075263,Anger,22
0.130453,Disgust,22
0.087605,Fear,22
0.642041,Joy,22
0.16494,Sadness,22
0.0,Analytical,22
0.424327,Confident,22
0.0,Tentative,22
0.222573,Openness,22
0.987788,Conscientiousness,22
0.845017,Extraversion,22
0.978255,Agreeableness,22
0.874649,Emotional Range,22
0.063798,Anger,23
0.120042,Disgust,23
0.076134,Fear,23
0.661125,Joy,23
0.601112,Sadness,23
0.0,Analytical,23
0.0,Confident,23
0.0,Tentative,23
0.367968,Openness,23
0.949945,Conscientiousness,23
0.92593,Extraversion,23
0.964502,Agreeableness,23
0.735254,Emotional Range,23
0.070165,Anger,24
0.088277,Disgust,24
0.099077,Fear,24
0.63565,Joy,24
0.551673,Sadness,24
0.121331,Analytical,24
0.0,Confident,24
0.106036,Tentative,24
0.319839,Openness,24
0.955117,Conscientiousness,24
0.832807,Extraversion,24
0.951575,Agreeableness,24
0.784017,Emotional Range,24
0.082307,Anger,25
0.133615,Disgust,25
0.051736,Fear,25
0.644676,Joy,25
0.56594,Sadness,25
0.0,Analytical,25
0.0,Confident,25
0.061641,Tentative,25
0.118848,Openness,25
0.864152,Conscientiousness,25
0.755533,Extraversion,25
0.964351,Agreeableness,25
0.729287,Emotional Range,25
0.072611,Anger,26
0.112248,Disgust,26
0.114605,Fear,26
0.605886,Joy,26
0.513768,Sadness,26
0.007015,Analytical,26
0.0,Confident,26
0.274367,Tentative,26
0.299567,Openness,26
0.971209,Conscientiousness,26
0.894759,Extraversion,26
0.982752,Agreeableness,26
0.714319,Emotional Range,26
0.075036,Anger,27
0.129931,Disgust,27
0.455105,Fear,27
0.62968,Joy,27
0.521599,Sadness,27
0.0,Analytical,27
0.0,Confident,27
0.000533,Tentative,27
0.234498,Openness,27
0.972123,Conscientiousness,27
0.765638,Extraversion,27
0.837868,Agreeableness,27
0.894304,Emotional Range,27
0.094095,Anger,28
0.128755,Disgust,28
0.110942,Fear,28
0.635031,Joy,28
0.179207,Sadness,28
0.261241,Analytical,28
0.0,Confident,28
0.028309,Tentative,28
0.16246,Openness,28
0.783182,Conscientiousness,28
0.606835,Extraversion,28
0.83627,Agreeableness,28
0.524446,Emotional Range,28
0.088012,Anger,29
0.119576,Disgust,29
0.084625,Fear,29
0.610206,Joy,29
0.541102,Sadness,29
0.0,Analytical,29
0.0,Confident,29
0.012674,Tentative,29
0.115245,Openness,29
0.928323,Conscientiousness,29
0.515148,Extraversion,29
0.971083,Agreeableness,29
0.629079,Emotional Range,29
0.095338,Anger,30
0.116445,Disgust,30
0.081172,Fear,30
0.6502,Joy,30
0.620655,Sadness,30
0.284671,Analytical,30
0.553117,Confident,30
0.0,Tentative,30
0.174785,Openness,30
0.95947,Conscientiousness,30
0.766167,Extraversion,30
0.983522,Agreeableness,30
0.802932,Emotional Range,30
0.057183,Anger,31
0.078672,Disgust,31
0.086476,Fear,31
0.696626,Joy,31
0.595634,Sadness,31
0.159183,Analytical,31
0.0,Confident,31
0.022298,Tentative,31
0.309264,Openness,31
0.965757,Conscientiousness,31
0.852138,Extraversion,31
0.998058,Agreeableness,31
0.760013,Emotional Range,31
0.110544,Anger,32
0.164858,Disgust,32
0.52166,Fear,32
0.559886,Joy,32
0.501248,Sadness,32
0.0,Analytical,32
0.0,Confident,32
0.00275,Tentative,32
0.17765,Openness,32
0.957401,Conscientiousness,32
0.58097,Extraversion,32
0.930898,Agreeableness,32
0.578736,Emotional Range,32
0.092228,Anger,33
0.124954,Disgust,33
0.096662,Fear,33
0.588777,Joy,33
0.214685,Sadness,33
0.021995,Analytical,33
0.0,Confident,33
0.398502,Tentative,33
0.395334,Openness,33
0.943817,Conscientiousness,33
0.57799,Extraversion,33
0.925488,Agreeableness,33
0.698867,Emotional Range,33
0.072943,Anger,34
0.152736,Disgust,34
0.082404,Fear,34
0.670267,Joy,34
0.186267,Sadness,34
0.0,Analytical,34
0.318272,Confident,34
0.0,Tentative,34
0.150915,Openness,34
0.933107,Conscientiousness,34
0.718545,Extraversion,34
0.948856,Agreeableness,34
0.806318,Emotional Range,34
0.05911,Anger,35
0.079633,Disgust,35
0.064926,Fear,35
0.698037,Joy,35
0.469086,Sadness,35
0.043041,Analytical,35
0.0,Confident,35
0.119008,Tentative,35
0.234982,Openness,35
0.91931,Conscientiousness,35
0.811009,Extraversion,35
0.927325,Agreeableness,35
0.734614,Emotional Range,35
0.429248,Anger,36
0.149245,Disgust,36
0.127521,Fear,36
0.606617,Joy,36
0.205925,Sadness,36
0.0,Analytical,36
0.0,Confident,36
0.173772,Tentative,36
0.31859,Openness,36
0.97946,Conscientiousness,36
0.84392,Extraversion,36
0.931308,Agreeableness,36
0.911043,Emotional Range,36
0.075573,Anger,37
0.120419,Disgust,37
0.104694,Fear,37
0.633703,Joy,37
0.174358,Sadness,37
0.198244,Analytical,37
0.0,Confident,37
0.091928,Tentative,37
0.195137,Openness,37
0.871152,Conscientiousness,37
0.720068,Extraversion,37
0.83514,Agreeableness,37
0.765576,Emotional Range,37
0.114511,Anger,38
0.478475,Disgust,38
0.500353,Fear,38
0.562316,Joy,38
0.172541,Sadness,38
0.160133,Analytical,38
0.0,Confident,38
0.641449,Tentative,38
0.28202,Openness,38
0.659684,Conscientiousness,38
0.756565,Extraversion,38
0.883672,Agreeableness,38
0.56021,Emotional Range,38
0.096747,Anger,39
0.131413,Disgust,39
0.088613,Fear,39
0.621293,Joy,39
0.183277,Sadness,39
0.388202,Analytical,39
0.0,Confident,39
0.024997,Tentative,39
0.400249,Openness,39
0.94192,Conscientiousness,39
0.843851,Extraversion,39
0.905127,Agreeableness,39
0.827856,Emotional Range,39
0.06536,Anger,40
0.088251,Disgust,40
0.086308,Fear,40
0.658037,Joy,40
0.433963,Sadness,40
0.000947,Analytical,40
0.0,Confident,40
0.056011,Tentative,40
0.091199,Openness,40
0.961028,Conscientiousness,40
0.605416,Extraversion,40
0.962735,Agreeableness,40
0.804902,Emotional Range,40
0.075793,Anger,41
0.082171,Disgust,41
0.065969,Fear,41
0.547888,Joy,41
0.130805,Sadness,41
0.059367,Analytical,41
0.0,Confident,41
0.000971,Tentative,41
0.598069,Openness,41
0.160934,Conscientiousness,41
0.967183,Extraversion,41
0.97273,Agreeableness,41
0.462248,Emotional Range,41
0.074614,Anger,42
0.105808,Disgust,42
0.093151,Fear,42
0.629433,Joy,42
0.519231,Sadness,42
0.0,Analytical,42
0.0,Confident,42
0.02774,Tentative,42
0.18152,Openness,42
0.660635,Conscientiousness,42
0.738438,Extraversion,42
0.904091,Agreeableness,42
0.593104,Emotional Range,42
0.089507,Anger,43
0.110525,Disgust,43
0.087848,Fear,43
0.663334,Joy,43
0.187216,Sadness,43
0.003022,Analytical,43
0.0,Confident,43
0.07737,Tentative,43
0.086736,Openness,43
0.90523,Conscientiousness,43
0.824935,Extraversion,43
0.975268,Agreeableness,43
0.717069,Emotional Range,43
0.100335,Anger,44
0.506553,Disgust,44
0.112545,Fear,44
0.557102,Joy,44
0.170406,Sadness,44
0.0,Analytical,44
0.158025,Confident,44
0.0,Tentative,44
0.175791,Openness,44
0.883988,Conscientiousness,44
0.695325,Extraversion,44
0.955141,Agreeableness,44
0.589738,Emotional Range,44
0.15482,Anger,45
0.151217,Disgust,45
0.113039,Fear,45
0.603016,Joy,45
0.45592,Sadness,45
0.067132,Analytical,45
0.0,Confident,45
0.266744,Tentative,45
0.028137,Openness,45
0.497357,Conscientiousness,45
0.281508,Extraversion,45
0.7212,Agreeableness,45
0.50063,Emotional Range,45
0.100743,Anger,46
0.092189,Disgust,46
0.059902,Fear,46
0.612849,Joy,46
0.586558,Sadness,46
0.0,Analytical,46
0.0,Confident,46
0.037706,Tentative,46
0.018945,Openness,46
0.410791,Conscientiousness,46
0.434478,Extraversion,46
0.553004,Agreeableness,46
0.214591,Emotional Range,46
0.108954,Anger,47
0.117458,Disgust,47
0.437722,Fear,47
0.622888,Joy,47
0.202252,Sadness,47
0.0,Analytical,47
0.0,Confident,47
0.09566,Tentative,47
0.266147,Openness,47
0.668716,Conscientiousness,47
0.8611,Extraversion,47
0.916707,Agreeableness,47
0.563762,Emotional Range,47
0.093177,Anger,48
0.092971,Disgust,48
0.526312,Fear,48
0.612352,Joy,48
0.513466,Sadness,48
0.0,Analytical,48
0.0,Confident,48
0.021642,Tentative,48
0.121759,Openness,48
0.907791,Conscientiousness,48
0.731234,Extraversion,48
0.941785,Agreeableness,48
0.630057,Emotional Range,48
0.051675,Anger,49
0.089862,Disgust,49
0.071007,Fear,49
0.622403,Joy,49
0.492517,Sadness,49
0.0,Analytical,49
0.0,Confident,49
0.000109,Tentative,49
0.174921,Openness,49
0.931451,Conscientiousness,49
0.612724,Extraversion,49
0.860106,Agreeableness,49
0.659542,Emotional Range,49
0.064128,Anger,50
0.081691,Disgust,50
0.071286,Fear,50
0.689595,Joy,50
0.122457,Sadness,50
0.053694,Analytical,50
0.0,Confident,50
0.002522,Tentative,50
0.094461,Openness,50
0.908466,Conscientiousness,50
0.785063,Extraversion,50
0.973691,Agreeableness,50
0.612292,Emotional Range,50
0.099321,Anger,51
0.125253,Disgust,51
0.096729,Fear,51
0.576205,Joy,51
0.482336,Sadness,51
0.151819,Analytical,51
0.0,Confident,51
1e-06,Tentative,51
0.171416,Openness,51
0.959391,Conscientiousness,51
0.322275,Extraversion,51
0.75935,Agreeableness,51
0.830029,Emotional Range,51
0.096124,Anger,52
0.097368,Disgust,52
0.083172,Fear,52
0.675755,Joy,52
0.163085,Sadness,52
0.0,Analytical,52
0.0,Confident,52
0.068078,Tentative,52
0.118136,Openness,52
0.68952,Conscientiousness,52
0.754192,Extraversion,52
0.925604,Agreeableness,52
0.264661,Emotional Range,52
0.095539,Anger,53
0.105221,Disgust,53
0.072491,Fear,53
0.708668,Joy,53
0.539311,Sadness,53
0.456832,Analytical,53
0.0,Confident,53
0.077693,Tentative,53
0.253902,Openness,53
0.817623,Conscientiousness,53
0.808889,Extraversion,53
0.975827,Agreeableness,53
0.54509,Emotional Range,53
0.08488,Anger,54
0.135955,Disgust,54
0.084576,Fear,54
0.580092,Joy,54
0.521089,Sadness,54
0.0,Analytical,54
0.024772,Confident,54
0.0,Tentative,54
0.172435,Openness,54
0.913551,Conscientiousness,54
0.618773,Extraversion,54
0.90371,Agreeableness,54
0.748982,Emotional Range,54
0.105434,Anger,55
0.493141,Disgust,55
0.089513,Fear,55
0.601628,Joy,55
0.478542,Sadness,55
0.0,Analytical,55
0.0,Confident,55
0.000636,Tentative,55
0.22101,Openness,55
0.925274,Conscientiousness,55
0.389045,Extraversion,55
0.952214,Agreeableness,55
0.596007,Emotional Range,55
0.090054,Anger,56
0.595426,Disgust,56
0.059326,Fear,56
0.63902,Joy,56
0.487442,Sadness,56
0.0,Analytical,56
0.061305,Confident,56
0.0,Tentative,56
0.29473,Openness,56
0.930812,Conscientiousness,56
0.694621,Extraversion,56
0.947682,Agreeableness,56
0.669782,Emotional Range,56
0.078602,Anger,57
0.464416,Disgust,57
0.133634,Fear,57
0.617498,Joy,57
0.158901,Sadness,57
0.0,Analytical,57
0.22543,Confident,57
0.0,Tentative,57
0.267847,Openness,57
0.840288,Conscientiousness,57
0.744806,Extraversion,57
0.788057,Agreeableness,57
0.633143,Emotional Range,57
0.090749,Anger,58
0.114182,Disgust,58
0.090476,Fear,58
0.591257,Joy,58
0.164902,Sadness,58
0.0,Analytical,58
0.170242,Confident,58
0.0,Tentative,58
0.216236,Openness,58
0.951229,Conscientiousness,58
0.859415,Extraversion,58
0.970981,Agreeableness,58
0.741385,Emotional Range,58
0.052582,Anger,59
0.087018,Disgust,59
0.085692,Fear,59
0.663759,Joy,59
0.158706,Sadness,59
0.0,Analytical,59
0.0,Confident,59
0.18283,Tentative,59
0.353135,Openness,59
0.926864,Conscientiousness,59
0.776331,Extraversion,59
0.961273,Agreeableness,59
0.782441,Emotional Range,59
0.072768,Anger,60
0.104716,Disgust,60
0.452528,Fear,60
0.666399,Joy,60
0.470909,Sadness,60
0.04551,Analytical,60
0.306795,Confident,60
0.0,Tentative,60
0.27755,Openness,60
0.976914,Conscientiousness,60
0.908051,Extraversion,60
0.964673,Agreeableness,60
0.887302,Emotional Range,60
0.074474,Anger,61
0.100916,Disgust,61
0.121438,Fear,61
0.65799,Joy,61
0.508084,Sadness,61
0.0,Analytical,61
0.0,Confident,61
0.050663,Tentative,61
0.229941,Openness,61
0.921551,Conscientiousness,61
0.920938,Extraversion,61
0.997923,Agreeableness,61
0.633462,Emotional Range,61
0.086375,Anger,62
0.474293,Disgust,62
0.117641,Fear,62
0.62843,Joy,62
0.160864,Sadness,62
0.0,Analytical,62
0.0,Confident,62
0.319157,Tentative,62
0.266622,Openness,62
0.869155,Conscientiousness,62
0.647932,Extraversion,62
0.992427,Agreeableness,62
0.581021,Emotional Range,62
0.069498,Anger,63
0.451925,Disgust,63
0.077219,Fear,63
0.61867,Joy,63
0.551842,Sadness,63
0.0,Analytical,63
0.164354,Confident,63
0.0,Tentative,63
0.318473,Openness,63
0.936345,Conscientiousness,63
0.632658,Extraversion,63
0.986224,Agreeableness,63
0.500639,Emotional Range,63
0.078293,Anger,64
0.102543,Disgust,64
0.106333,Fear,64
0.634259,Joy,64
0.523548,Sadness,64
0.177859,Analytical,64
0.0,Confident,64
0.000198,Tentative,64
0.371067,Openness,64
0.857366,Conscientiousness,64
0.663849,Extraversion,64
0.893883,Agreeableness,64
0.701404,Emotional Range,64
0.087657,Anger,65
0.098494,Disgust,65
0.082856,Fear,65
0.624302,Joy,65
0.535758,Sadness,65
0.0,Analytical,65
0.428751,Confident,65
0.0,Tentative,65
0.327146,Openness,65
0.932986,Conscientiousness,65
0.839616,Extraversion,65
0.972391,Agreeableness,65
0.761829,Emotional Range,65
0.103898,Anger,66
0.13757,Disgust,66
0.121623,Fear,66
0.54275,Joy,66
0.51657,Sadness,66
0.0,Analytical,66
0.258415,Confident,66
0.0,Tentative,66
0.10006,Openness,66
0.791971,Conscientiousness,66
0.243681,Extraversion,66
0.775556,Agreeableness,66
0.6948,Emotional Range,66
0.054195,Anger,67
0.061425,Disgust,67
0.059914,Fear,67
0.692035,Joy,67
0.133051,Sadness,67
0.0,Analytical,67
0.0,Confident,67
0.032507,Tentative,67
0.257061,Openness,67
0.814817,Conscientiousness,67
0.79204,Extraversion,67
0.961976,Agreeableness,67
0.39449,Emotional Range,67
0.056177,Anger,68
0.136538,Disgust,68
0.076373,Fear,68
0.718343,Joy,68
0.138284,Sadness,68
0.0,Analytical,68
0.0,Confident,68
0.426532,Tentative,68
0.178134,Openness,68
0.94747,Conscientiousness,68
0.768196,Extraversion,68
0.995668,Agreeableness,68
0.615541,Emotional Range,68
0.091685,Anger,69
0.099869,Disgust,69
0.058745,Fear,69
0.62303,Joy,69
0.13139,Sadness,69
0.0,Analytical,69
0.0,Confident,69
0.037592,Tentative,69
0.064416,Openness,69
0.956744,Conscientiousness,69
0.513516,Extraversion,69
0.93729,Agreeableness,69
0.626705,Emotional Range,69
0.076144,Anger,70
0.483366,Disgust,70
0.506644,Fear,70
0.566463,Joy,70
0.506429,Sadness,70
0.0,Analytical,70
0.503013,Confident,70
0.0,Tentative,70
0.091833,Openness,70
0.98079,Conscientiousness,70
0.486674,Extraversion,70
0.814146,Agreeableness,70
0.730189,Emotional Range,70
0.121312,Anger,71
0.595041,Disgust,71
0.090554,Fear,71
0.526735,Joy,71
0.195154,Sadness,71
0.0,Analytical,71
0.0,Confident,71
0.327185,Tentative,71
0.355806,Openness,71
0.77528,Conscientiousness,71
0.834223,Extraversion,71
0.899805,Agreeableness,71
0.719355,Emotional Range,71
0.092395,Anger,72
0.114881,Disgust,72
0.547472,Fear,72
0.62467,Joy,72
0.162524,Sadness,72
0.0,Analytical,72
0.06643,Confident,72
0.0,Tentative,72
0.303016,Openness,72
0.984634,Conscientiousness,72
0.746909,Extraversion,72
0.954951,Agreeableness,72
0.795804,Emotional Range,72
0.151921,Anger,73
0.526879,Disgust,73
0.125244,Fear,73
0.546815,Joy,73
0.500762,Sadness,73
0.354113,Analytical,73
0.0,Confident,73
0.129305,Tentative,73
0.567966,Openness,73
0.979701,Conscientiousness,73
0.751855,Extraversion,73
0.837251,Agreeableness,73
0.878548,Emotional Range,73
0.132469,Anger,74
0.182812,Disgust,74
0.095112,Fear,74
0.624637,Joy,74
0.518396,Sadness,74
0.0,Analytical,74
0.0,Confident,74
0.003717,Tentative,74
0.095587,Openness,74
0.977494,Conscientiousness,74
0.365691,Extraversion,74
0.957456,Agreeableness,74
0.831097,Emotional Range,74
0.103777,Anger,75
0.463351,Disgust,75
0.084584,Fear,75
0.595569,Joy,75
0.442925,Sadness,75
0.0,Analytical,75
0.453573,Confident,75
0.0,Tentative,75
0.210573,Openness,75
0.865235,Conscientiousness,75
0.746549,Extraversion,75
0.812973,Agreeableness,75
0.753779,Emotional Range,75
0.094165,Anger,76
0.539809,Disgust,76
0.112537,Fear,76
0.578861,Joy,76
0.542879,Sadness,76
0.0,Analytical,76
0.009578,Confident,76
0.0,Tentative,76
0.040646,Openness,76
0.882732,Conscientiousness,76
0.395168,Extraversion,76
0.80889,Agreeableness,76
0.837437,Emotional Range,76
0.124955,Anger,77
0.525751,Disgust,77
0.127029,Fear,77
0.614588,Joy,77
0.477785,Sadness,77
0.0,Analytical,77
0.0,Confident,77
0.023758,Tentative,77
0.415513,Openness,77
0.971752,Conscientiousness,77
0.767643,Extraversion,77
0.953116,Agreeableness,77
0.812,Emotional Range,77
0.061875,Anger,78
0.095986,Disgust,78
0.102213,Fear,78
0.644445,Joy,78
0.163079,Sadness,78
0.0,Analytical,78
0.401289,Confident,78
0.0,Tentative,78
0.130429,Openness,78
0.82171,Conscientiousness,78
0.692014,Extraversion,78
0.933054,Agreeableness,78
0.644724,Emotional Range,78
0.063247,Anger,79
0.102483,Disgust,79
0.110614,Fear,79
0.639344,Joy,79
0.556999,Sadness,79
0.002027,Analytical,79
0.544036,Confident,79
0.0,Tentative,79
0.208504,Openness,79
0.933951,Conscientiousness,79
0.67618,Extraversion,79
0.927717,Agreeableness,79
0.663662,Emotional Range,79
0.09558,Anger,80
0.425012,Disgust,80
0.07891,Fear,80
0.641464,Joy,80
0.432234,Sadness,80
3e-06,Analytical,80
0.0,Confident,80
0.108201,Tentative,80
0.321062,Openness,80
0.961198,Conscientiousness,80
0.895184,Extraversion,80
0.965551,Agreeableness,80
0.830865,Emotional Range,80
0.109177,Anger,81
0.167525,Disgust,81
0.12552,Fear,81
0.596498,Joy,81
0.205582,Sadness,81
0.0,Analytical,81
0.0,Confident,81
0.011156,Tentative,81
0.232896,Openness,81
0.607859,Conscientiousness,81
0.501755,Extraversion,81
0.759082,Agreeableness,81
0.604959,Emotional Range,81
0.066363,Anger,82
0.079365,Disgust,82
0.086872,Fear,82
0.699263,Joy,82
0.480111,Sadness,82
0.097739,Analytical,82
0.0,Confident,82
0.140129,Tentative,82
0.25653,Openness,82
0.955621,Conscientiousness,82
0.70105,Extraversion,82
0.97687,Agreeableness,82
0.808734,Emotional Range,82
0.051825,Anger,83
0.101659,Disgust,83
0.062806,Fear,83
0.679001,Joy,83
0.432124,Sadness,83
0.0,Analytical,83
0.235806,Confident,83
0.0,Tentative,83
0.007741,Openness,83
0.917712,Conscientiousness,83
0.608138,Extraversion,83
0.982625,Agreeableness,83
0.72357,Emotional Range,83
0.108216,Anger,84
0.093354,Disgust,84
0.107973,Fear,84
0.606926,Joy,84
0.185705,Sadness,84
0.455971,Analytical,84
0.0,Confident,84
0.214827,Tentative,84
0.367474,Openness,84
0.84827,Conscientiousness,84
0.796436,Extraversion,84
0.876177,Agreeableness,84
0.788657,Emotional Range,84
0.090947,Anger,85
0.137622,Disgust,85
0.112433,Fear,85
0.616003,Joy,85
0.192455,Sadness,85
0.067748,Analytical,85
0.0,Confident,85
4.9e-05,Tentative,85
0.052719,Openness,85
0.802474,Conscientiousness,85
0.657022,Extraversion,85
0.792121,Agreeableness,85
0.61366,Emotional Range,85
0.107375,Anger,86
0.436667,Disgust,86
0.122625,Fear,86
0.598823,Joy,86
0.483256,Sadness,86
0.0,Analytical,86
0.258127,Confident,86
0.0,Tentative,86
0.253059,Openness,86
0.934136,Conscientiousness,86
0.717048,Extraversion,86
0.919531,Agreeableness,86
0.58985,Emotional Range,86
0.086072,Anger,87
0.102953,Disgust,87
0.095676,Fear,87
0.620128,Joy,87
0.515116,Sadness,87
0.0,Analytical,87
0.0,Confident,87
0.0,Tentative,87
0.062355,Openness,87
0.798345,Conscientiousness,87
0.56122,Extraversion,87
0.876236,Agreeableness,87
0.502328,Emotional Range,87
0.079061,Anger,88
0.112782,Disgust,88
0.065799,Fear,88
0.625152,Joy,88
0.491376,Sadness,88
0.0,Analytical,88
0.148997,Confident,88
0.0,Tentative,88
0.145167,Openness,88
0.694668,Conscientiousness,88
0.659211,Extraversion,88
0.968012,Agreeableness,88
0.53882,Emotional Range,88
0.052788,Anger,89
0.107977,Disgust,89
0.047545,Fear,89
0.611973,Joy,89
0.161064,Sadness,89
0.0,Analytical,89
0.403704,Confident,89
0.0,Tentative,89
0.088673,Openness,89
0.956448,Conscientiousness,89
