"cspan_id","first_name","middle_name","last_name","suffix","twitter_account","title","in_office","leadership_role","is_senator","is_representative","state","stateAbb","district","next_election","date_of_birth","age","seniority","gender","party","state_rank","votes_with_party_pct","missed_votes","missed_votes_pct","dw_nominate"
5248,"Joe","L.","Barton","","RepJoeBarton","Representative",TRUE,"",FALSE,TRUE,"Texas","TX","6",2018,"1949-09-15 00:00:00",69,34,"M","R","",95.57,27,2.77,0.528
62502,"Karen","","Bass","","RepKarenBass","Representative",TRUE,"",FALSE,TRUE,"California","CA","37",2018,"1953-10-03 00:00:00",65,8,"F","D","",93.16,69,7.07,-0.57
67294,"Joyce","","Beatty","","RepBeatty","Representative",TRUE,"",FALSE,TRUE,"Ohio","OH","3",2018,"1950-03-12 00:00:00",69,6,"F","D","",93.91,57,5.84,-0.439
26567,"Xavier","","Becerra","","RepBecerra","Representative",FALSE,"",FALSE,TRUE,"California","CA","34",2018,"1958-01-26 00:00:00",61,26,"M","D","",89.47,42,68.85,-0.512
1033636,"Ami","","Bera","","RepBera","Representative",TRUE,"",FALSE,TRUE,"California","CA","7",2018,"1965-03-02 00:00:00",54,6,"M","D","",90.56,1,0.1,-0.225
1020529,"Jack","","Bergman","","RepJackBergman","Representative",TRUE,"",FALSE,TRUE,"Michigan","MI","1",2018,"1947-02-02 00:00:00",72,2,"M","R","",93.1,5,0.51,0.449
21141,"Donald","","Beyer","","repdonbeyer","Representative",TRUE,"",FALSE,TRUE,"Virginia","VA","8",2018,"1950-06-20 00:00:00",68,4,"M","D","",93.97,48,4.92,-0.395
105145,"Andy","","Biggs","","RepAndyBiggsAZ","Representative",TRUE,"",FALSE,TRUE,"Arizona","AZ","5",2018,"1958-11-07 00:00:00",60,2,"M","R","",88.48,4,0.41,0.929
1022873,"Gus","","Bilirakis","","RepGusBilirakis","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","12",2018,"1963-02-08 00:00:00",56,14,"M","R","",98.16,50,5.12,0.402
26194,"Sanford","D.","Bishop","Jr.","SanfordBishop","Representative",TRUE,"",FALSE,TRUE,"Georgia","GA","2",2018,"1947-02-04 00:00:00",72,26,"M","D","",90.53,36,3.69,-0.281
78290,"Mike","","Bishop","","RepMikeBishop","Representative",TRUE,"",FALSE,TRUE,"Michigan","MI","8",2018,"1967-03-18 00:00:00",52,4,"M","R","",94.49,14,1.43,0.448
1003621,"Rob","","Bishop","","RepRobBishop","Representative",TRUE,"",FALSE,TRUE,"Utah","UT","1",2018,"1951-07-13 00:00:00",67,16,"M","R","",96.63,26,2.66,0.53
9268964,"Diane","","Black","","RepDianeBlack","Representative",TRUE,"",FALSE,TRUE,"Tennessee","TN","6",2018,"1951-01-16 00:00:00",68,8,"F","R","",97.59,146,14.96,0.581
31226,"Marsha","","Blackburn","","MarshaBlackburn","Representative",TRUE,"",FALSE,TRUE,"Tennessee","TN","7",2018,"1952-06-06 00:00:00",66,16,"F","R","",95.82,67,6.86,0.616
623771,"Rod","","Blum","","RepRodBlum","Representative",TRUE,"",FALSE,TRUE,"Iowa","IA","1",2018,"1955-04-26 00:00:00",63,4,"M","R","",90.17,20,2.05,0.52
43809,"Earl","","Blumenauer","","BlumenauerMedia","Representative",TRUE,"",FALSE,TRUE,"Oregon","OR","3",2018,"1948-08-16 00:00:00",70,24,"M","D","",92.18,42,4.3,-0.429
104772,"Lisa","","Blunt Rochester","","RepBRochester","Representative",TRUE,"",FALSE,TRUE,"Delaware","DE","At-Large",2018,"1962-02-10 00:00:00",57,2,"F","D","",94.79,17,1.74,-0.368
63966,"Suzanne","","Bonamici","","RepBonamici","Representative",TRUE,"",FALSE,TRUE,"Oregon","OR","1",2018,"1954-10-14 00:00:00",64,8,"F","D","",93.01,3,0.31,-0.386
76176,"Mike","","Bost","","RepBost","Representative",TRUE,"",FALSE,TRUE,"Illinois","IL","12",2018,"1960-12-30 00:00:00",58,4,"M","R","",91.56,5,0.51,0.262
76428,"Brendan","","Boyle","","RepBrendanBoyle","Representative",TRUE,"",FALSE,TRUE,"Pennsylvania","PA","13",2018,"1977-02-06 00:00:00",42,4,"M","D","",93.71,54,5.53,-0.384
45749,"Kevin","","Brady","","RepKevinBrady","Representative",TRUE,"",FALSE,TRUE,"Texas","TX","8",2018,"1955-04-11 00:00:00",63,22,"M","R","",97.86,42,4.3,0.518
55227,"Robert","A.","Brady","","RepBrady","Representative",TRUE,"",FALSE,TRUE,"Pennsylvania","PA","1",2018,"1945-04-07 00:00:00",74,22,"M","D","",94.52,45,4.61,-0.482
75248,"David","A.","Brat","","RepDaveBrat","Representative",TRUE,"",FALSE,TRUE,"Virginia","VA","7",2018,"1964-07-27 00:00:00",54,6,"M","R","",95.33,12,1.23,0.843
79705,"Jim","","Bridenstine","","RepJBridenstine","Representative",FALSE,"",FALSE,TRUE,"Oklahoma","OK","1",2018,"1975-06-15 00:00:00",43,6,"M","R","",96.61,328,38.18,0.69
623720,"Susan","","Brooks","","SusanWBrooks","Representative",TRUE,"",FALSE,TRUE,"Indiana","IN","5",2018,"1960-08-25 00:00:00",58,6,"F","R","",96.57,13,1.33,0.376
94888,"Mo","","Brooks","","RepMoBrooks","Representative",TRUE,"",FALSE,TRUE,"Alabama","AL","5",2018,"1954-04-29 00:00:00",64,8,"M","R","",93.11,76,7.79,0.599
1029537,"Anthony","","Brown","","RepAnthonyBrown","Representative",TRUE,"",FALSE,TRUE,"Maryland","MD","4",2018,"1961-11-21 00:00:00",57,2,"M","D","",94.16,52,5.33,-0.354
79783,"Julia","","Brownley","","JuliaBrownley26","Representative",TRUE,"",FALSE,TRUE,"California","CA","26",2018,"1952-08-28 00:00:00",66,6,"F","D","",93.81,23,2.36,-0.279
1021626,"Vern","","Buchanan","","VernBuchanan","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","16",2018,"1951-05-08 00:00:00",67,12,"M","R","",95.94,64,6.56,0.36
78285,"Ken","","Buck","","RepKenBuck","Representative",TRUE,"",FALSE,TRUE,"Colorado","CO","4",2018,"1959-02-16 00:00:00",60,4,"M","R","",91.27,25,2.56,0.728
61837,"Larry","","Bucshon","","RepLarryBucshon","Representative",TRUE,"",FALSE,TRUE,"Indiana","IN","8",2018,"1962-05-31 00:00:00",56,8,"M","R","",95.03,11,1.13,0.388
103513,"Ted","","Budd","","RepTedBudd","Representative",TRUE,"",FALSE,TRUE,"North Carolina","NC","13",2018,"1971-10-21 00:00:00",47,2,"M","R","",95.57,5,0.51,0.814
1003620,"Michael","C.","Burgess","","MichaelCBurgess","Representative",TRUE,"",FALSE,TRUE,"Texas","TX","26",2018,"1950-12-23 00:00:00",68,16,"M","R","",93.51,20,2.05,0.57
63949,"Cheri","","Bustos","","RepCheri","Representative",TRUE,"",FALSE,TRUE,"Illinois","IL","17",2018,"1961-10-17 00:00:00",57,6,"F","D","",91.31,9,0.92,-0.238
1013540,"G.","K.","Butterfield","","GKButterfield","Representative",TRUE,"",FALSE,TRUE,"North Carolina","NC","1",2018,"1947-04-27 00:00:00",71,16,"M","D","",94.17,67,6.86,-0.404
73486,"Bradley","","Byrne","","RepByrne","Representative",TRUE,"",FALSE,TRUE,"Alabama","AL","1",2018,"1955-02-16 00:00:00",64,6,"M","R","",97.93,8,0.82,0.539
26709,"Ken","","Calvert","","KenCalvert","Representative",TRUE,"",FALSE,TRUE,"California","CA","42",2018,"1953-06-08 00:00:00",65,26,"M","R","",96.99,12,1.23,0.348
56760,"Michael","E.","Capuano","","RepMikeCapuano","Representative",TRUE,"",FALSE,TRUE,"Massachusetts","MA","7",2018,"1952-01-09 00:00:00",67,20,"M","D","",93.33,17,1.74,-0.579
104728,"Salud","","Carbajal","","RepCarbajal","Representative",TRUE,"",FALSE,TRUE,"California","CA","24",2018,"1964-11-18 00:00:00",54,2,"M","D","",92.21,26,2.66,-0.32
63934,"Tony","","CÃ¡rdenas","","RepCardenas","Representative",TRUE,"",FALSE,TRUE,"California","CA","29",2018,"1963-03-31 00:00:00",56,6,"M","D","",93.64,33,3.38,-0.375
1027364,"AndrÃ©","","Carson","","RepAndreCarson","Representative",TRUE,"",FALSE,TRUE,"Indiana","IN","7",2018,"1974-10-16 00:00:00",44,12,"M","D","",93.33,32,3.28,-0.431
1004257,"John","","Carter","","JudgeCarter","Representative",TRUE,"",FALSE,TRUE,"Texas","TX","31",2018,"1941-11-06 00:00:00",77,16,"M","R","",97.35,33,3.38,0.467
76158,"Buddy","","Carter","","RepBuddyCarter","Representative",TRUE,"",FALSE,TRUE,"Georgia","GA","1",2018,"1957-09-06 00:00:00",61,4,"M","R","",94.12,24,2.46,0.566
79865,"Matt","","Cartwright","","RepCartwright","Representative",TRUE,"",FALSE,TRUE,"Pennsylvania","PA","17",2018,"1961-05-01 00:00:00",57,6,"M","D","",93.18,8,0.82,-0.392
1022874,"Kathy","","Castor","","USRepKCastor","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","14",2018,"1966-08-20 00:00:00",52,12,"F","D","",94.79,35,3.59,-0.434
63974,"JoaquÃ­n","","Castro","","JoaquinCastrotx","Representative",TRUE,"",FALSE,TRUE,"Texas","TX","20",2018,"1974-09-16 00:00:00",44,6,"M","D","",93.28,9,0.92,-0.395
36705,"Steven","J.","Chabot","","RepSteveChabot","Representative",TRUE,"",FALSE,TRUE,"Ohio","OH","1",2018,"1953-01-22 00:00:00",66,8,"M","R","",97.74,3,0.31,0.584
1031362,"Jason","","Chaffetz","","JasonInTheHouse","Representative",FALSE,"",FALSE,TRUE,"Utah","UT","3",2018,"1967-03-26 00:00:00",52,10,"M","R","",98.33,45,13.08,0.647
86147,"Liz","","Cheney","","RepLizCheney","Representative",TRUE,"",FALSE,TRUE,"Wyoming","WY","At-Large",2018,"1966-07-28 00:00:00",52,2,"F","R","",96.25,16,1.64,0.536
92573,"Judy","","Chu","","RepJudyChu","Representative",TRUE,"",FALSE,TRUE,"California","CA","27",2018,"1953-07-07 00:00:00",65,12,"F","D","",93.48,25,2.56,-0.498
1033865,"David","","Cicilline","","RepCicilline","Representative",TRUE,"",FALSE,TRUE,"Rhode Island","RI","1",2018,"1961-07-15 00:00:00",57,8,"M","D","",94.47,17,1.74,-0.394
73178,"Katherine","","Clark","","RepKClark","Representative",TRUE,"",FALSE,TRUE,"Massachusetts","MA","5",2018,"1963-07-17 00:00:00",55,6,"F","D","",95.04,29,2.97,-0.493
1022875,"Yvette","D.","Clarke","","RepYvetteClarke","Representative",TRUE,"",FALSE,TRUE,"New York","NY","9",2018,"1964-11-21 00:00:00",54,12,"F","D","",93.4,21,2.15,-0.609
88332,"William","Lacy","Clay","","","Representative",TRUE,"",FALSE,TRUE,"Missouri","MO","1",2018,"1956-07-27 00:00:00",62,18,"M","D","",93.43,48,4.92,-0.485
10933,"Emanuel","","Cleaver","II","RepCleaver","Representative",TRUE,"",FALSE,TRUE,"Missouri","MO","5",2018,"1944-10-26 00:00:00",74,14,"M","D","",94.29,100,10.25,-0.451
21607,"James","E.","Clyburn","","Clyburn","Representative",TRUE,"Assistant Leader",FALSE,TRUE,"South Carolina","SC","6",2018,"1940-07-21 00:00:00",78,26,"M","D","",94.71,88,9.02,-0.465
1031340,"Mike","","Coffman","","RepMikeCoffman","Representative",TRUE,"",FALSE,TRUE,"Colorado","CO","6",2018,"1955-03-19 00:00:00",64,10,"M","R","",92.07,5,0.51,0.498
1022876,"Steve","","Cohen","","RepCohen","Representative",TRUE,"",FALSE,TRUE,"Tennessee","TN","9",2018,"1949-05-24 00:00:00",69,12,"M","D","",93.81,6,0.61,-0.402
1003609,"Tom","","Cole","","TomColeOK04","Representative",TRUE,"",FALSE,TRUE,"Oklahoma","OK","4",2018,"1949-04-28 00:00:00",69,16,"M","R","",95.07,22,2.25,0.335
79719,"Doug","","Collins","","RepDougCollins","Representative",TRUE,"",FALSE,TRUE,"Georgia","GA","9",2018,"1966-08-16 00:00:00",52,6,"M","R","",95.61,20,2.05,0.638
94144,"Chris","","Collins","","RepChrisCollins","Representative",TRUE,"",FALSE,TRUE,"New York","NY","27",2018,"1950-05-20 00:00:00",68,6,"M","R","",96.37,40,4.1,0.366
76619,"James","","Comer","","","Representative",TRUE,"",FALSE,TRUE,"Kentucky","KY","1",2018,"1972-08-19 00:00:00",46,4,"M","R","",94.44,4,0.41,0.606
57186,"Barbara","","Comstock","","RepComstock","Representative",TRUE,"",FALSE,TRUE,"Virginia","VA","10",2018,"1959-06-30 00:00:00",59,4,"F","R","",94.83,28,2.87,0.273
1004595,"K.","Michael","Conaway","","ConawayTX11","Representative",TRUE,"",FALSE,TRUE,"Texas","TX","11",2018,"1948-06-11 00:00:00",70,14,"M","R","",94.56,1,0.1,0.591
1015936,"Gerald","E.","Connolly","","GerryConnolly","Representative",TRUE,"",FALSE,TRUE,"Virginia","VA","11",2018,"1950-03-30 00:00:00",69,10,"M","D","",93.81,7,0.72,-0.305
1824,"John","","Conyers","Jr.","RepJohnConyers","Representative",FALSE,"",FALSE,TRUE,"Michigan","MI","13",2018,"1929-05-16 00:00:00",89,54,"M","D","",94.4,34,5.16,-0.658
68278,"Paul","","Cook","","RepPaulCook","Representative",TRUE,"",FALSE,TRUE,"California","CA","8",2018,"1943-03-03 00:00:00",76,6,"M","R","",95.59,2,0.2,0.383
1201,"Jim","","Cooper","","RepJimCooper","Representative",TRUE,"",FALSE,TRUE,"Tennessee","TN","5",2018,"1954-06-19 00:00:00",64,16,"M","D","",85.79,5,0.51,-0.161
46310,"J.","Luis","Correa","","RepLouCorrea","Representative",TRUE,"",FALSE,TRUE,"California","CA","46",2018,"1958-01-24 00:00:00",61,2,"M","D","",88.16,5,0.51,-0.271
19599,"Jim","","Costa","","RepJimCosta","Representative",TRUE,"",FALSE,TRUE,"California","CA","16",2018,"1952-04-13 00:00:00",66,14,"M","D","",81.35,134,13.73,-0.186
95125,"Ryan","","Costello","","RepRyanCostello","Representative",TRUE,"",FALSE,TRUE,"Pennsylvania","PA","6",2018,"1976-09-07 00:00:00",42,4,"M","R","",86.4,35,3.59,0.218
1021284,"Joe","","Courtney","","RepJoeCourtney","Representative",TRUE,"",FALSE,TRUE,"Connecticut","CT","2",2018,"1953-04-06 00:00:00",66,12,"M","D","",94.17,16,1.64,-0.34
7600,"Kevin","","Cramer","","RepKevinCramer","Representative",TRUE,"",FALSE,TRUE,"North Dakota","ND","At-Large",2018,"1961-01-21 00:00:00",58,6,"M","R","",96.88,46,4.71,0.386
623259,"Rick","","Crawford","","RepRickCrawford","Representative",TRUE,"",FALSE,TRUE,"Arkansas","AR","1",2018,"1966-01-22 00:00:00",53,8,"M","R","",97.67,31,3.18,0.378
7960,"Charlie","","Crist","","repcharliecrist","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","13",2018,"1956-07-24 00:00:00",62,2,"M","D","",90.25,53,5.43,-0.194
57880,"Joseph","","Crowley","","RepJoeCrowley","Representative",TRUE,"Caucus Chair",FALSE,TRUE,"New York","NY","14",2018,"1962-03-16 00:00:00",57,20,"M","D","",94.92,32,3.28,-0.408
1013062,"Henry","","Cuellar","","RepCuellar","Representative",TRUE,"",FALSE,TRUE,"Texas","TX","28",2018,"1955-09-19 00:00:00",63,14,"M","D","",78.83,17,1.74,-0.227
88078,"John","","Culberson","","CongCulberson","Representative",TRUE,"",FALSE,TRUE,"Texas","TX","7",2018,"1956-08-24 00:00:00",62,18,"M","R","",97.41,11,1.13,0.503
43300,"Elijah","E.","Cummings","","RepCummings","Representative",TRUE,"",FALSE,TRUE,"Maryland","MD","7",2018,"1951-01-18 00:00:00",68,24,"M","D","",94.41,386,39.55,-0.438
70472,"Carlos","","Curbelo","","RepCurbelo","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","26",2018,"1980-03-01 00:00:00",39,4,"M","R","",86.61,80,8.2,0.206
110801,"John","","Curtis","","RepJohnCurtis","Representative",TRUE,"",FALSE,TRUE,"Utah","UT","3",NA,"1960-05-10 00:00:00",58,2,"M","R","",96.57,1,0.28,NA
102555,"Warren","","Davidson","","WarrenDavidson","Representative",TRUE,"",FALSE,TRUE,"Ohio","OH","8",2018,"1970-03-01 00:00:00",49,4,"M","R","",94.85,6,0.61,0.755
68337,"Rodney","","Davis","","RodneyDavis","Representative",TRUE,"",FALSE,TRUE,"Illinois","IL","13",2018,"1970-01-05 00:00:00",49,6,"M","R","",92.52,40,4.1,0.294
44325,"Danny","K.","Davis","","RepDannyDavis","Representative",TRUE,"",FALSE,TRUE,"Illinois","IL","7",2018,"1941-09-06 00:00:00",77,22,"M","D","",94.28,120,12.3,-0.488
85595,"Susan","A.","Davis","","RepSusanDavis","Representative",TRUE,"",FALSE,TRUE,"California","CA","53",2018,"1944-04-13 00:00:00",74,18,"F","D","",93.76,30,3.07,-0.343
6068,"Peter","A.","DeFazio","","RepPeterDeFazio","Representative",TRUE,"",FALSE,TRUE,"Oregon","OR","4",2018,"1947-05-27 00:00:00",71,32,"M","D","",93.09,36,3.69,-0.428
90293,"Diana","","DeGette","","RepDianaDeGette","Representative",TRUE,"",FALSE,TRUE,"Colorado","CO","1",2018,"1957-07-29 00:00:00",61,22,"F","D","",93.85,66,6.76,-0.432
68432,"John","","Delaney","","RepJohnDelaney","Representative",TRUE,"",FALSE,TRUE,"Maryland","MD","6",2018,"1963-04-16 00:00:00",55,6,"M","D","",92.72,28,2.87,-0.275
19040,"Rosa","","DeLauro","","RosaDeLauro","Representative",TRUE,"",FALSE,TRUE,"Connecticut","CT","3",2018,"1943-03-02 00:00:00",76,28,"F","D","",94.55,77,7.89,-0.417
1033929,"Suzan","K.","DelBene","","RepDelBene","Representative",TRUE,"",FALSE,TRUE,"Washington","WA","1",2018,"1962-02-17 00:00:00",57,8,"F","D","",93.33,2,0.2,-0.277
623713,"Val","","Demings","","RepValDemings","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","10",2018,"1957-03-12 00:00:00",62,2,"F","D","",94.06,16,1.64,-0.348
623287,"Jeffrey","","Denham","","RepJeffDenham","Representative",TRUE,"",FALSE,TRUE,"California","CA","10",2018,"1967-07-29 00:00:00",51,8,"M","R","",90.76,24,2.46,0.309
1011395,"Charlie","","Dent","","RepCharlieDent","Representative",FALSE,"",FALSE,TRUE,"Pennsylvania","PA","15",2018,"1960-05-24 00:00:00",58,14,"M","R","",93.13,19,2.13,0.243
79744,"Ron","","DeSantis","","RepDeSantis","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","6",2018,"1978-09-14 00:00:00",40,2,"M","R","",93.49,70,7.17,0.663
61736,"Mark","","DeSaulnier","","RepDeSaulnier","Representative",TRUE,"",FALSE,TRUE,"California","CA","11",2018,"1952-03-31 00:00:00",67,4,"M","D","",92.62,14,1.43,-0.548
623517,"Scott","","DesJarlais","","DesJarlaisTN04","Representative",TRUE,"",FALSE,TRUE,"Tennessee","TN","4",2018,"1964-02-21 00:00:00",55,8,"M","R","",96.78,43,4.41,0.594
9267613,"Ted","","Deutch","","RepTedDeutch","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","22",2018,"1966-05-07 00:00:00",52,10,"M","D","",93.16,84,8.61,-0.407
1003562,"Mario","","Diaz-Balart","","MarioDB","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","25",2018,"1961-09-25 00:00:00",57,16,"M","R","",92.47,86,8.81,0.277
20818,"Debbie","","Dingell","","RepDebDingell","Representative",TRUE,"",FALSE,TRUE,"Michigan","MI","12",2018,"1953-11-23 00:00:00",65,4,"F","D","",95.85,11,1.13,-0.442
36810,"Lloyd","","Doggett","","RepLloydDoggett","Representative",TRUE,"",FALSE,TRUE,"Texas","TX","35",2018,"1946-10-06 00:00:00",72,24,"M","D","",93.84,18,1.84,-0.403
74763,"Daniel","M.","Donovan","","RepDanDonovan","Representative",TRUE,"",FALSE,TRUE,"New York","NY","11",2018,"1956-11-06 00:00:00",62,4,"M","R","",92.49,17,1.74,0.223
36774,"Mike","","Doyle","","USRepMikeDoyle","Representative",TRUE,"",FALSE,TRUE,"Pennsylvania","PA","14",2018,"1953-08-05 00:00:00",65,24,"M","D","",94.76,21,2.15,-0.326
623570,"Sean","","Duffy","","RepSeanDuffy","Representative",TRUE,"",FALSE,TRUE,"Wisconsin","WI","7",2018,"1971-10-03 00:00:00",47,8,"M","R","",94.46,37,3.79,0.505
6114,"John","J.","Duncan","Jr.","RepJohnDuncanJr","Representative",TRUE,"",FALSE,TRUE,"Tennessee","TN","2",2018,"1947-07-21 00:00:00",71,32,"M","R","",89.53,21,2.15,0.6
62713,"Jeffrey","","Duncan","","RepJeffDuncan","Representative",TRUE,"",FALSE,TRUE,"South Carolina","SC","3",2018,"1966-01-07 00:00:00",53,8,"M","R","",94.98,40,4.1,0.736
104529,"Neal","","Dunn","","drnealdunnfl2","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","2",2018,"1953-02-16 00:00:00",66,2,"M","R","",97.7,21,2.15,0.529
1022556,"Keith","","Ellison","","KeithEllison","Representative",TRUE,"",FALSE,TRUE,"Minnesota","MN","5",2018,"1963-08-04 00:00:00",55,12,"M","D","",91.75,43,4.41,-0.541
75567,"Tom","","Emmer","","RepTomEmmer","Representative",TRUE,"",FALSE,TRUE,"Minnesota","MN","6",2018,"1961-03-03 00:00:00",58,4,"M","R","",93.91,8,0.82,0.431
6109,"Eliot","L.","Engel","","RepEliotEngel","Representative",TRUE,"",FALSE,TRUE,"New York","NY","16",2018,"1947-02-18 00:00:00",72,30,"M","D","",93.53,49,5.02,-0.407
26130,"Anna","G.","Eshoo","","RepAnnaEshoo","Representative",TRUE,"",FALSE,TRUE,"California","CA","18",2018,"1942-12-13 00:00:00",76,26,"F","D","",93.69,10,1.02,-0.382
68413,"Adriano","","Espaillat","","RepEspaillat","Representative",TRUE,"",FALSE,TRUE,"New York","NY","13",2018,"1954-09-27 00:00:00",64,2,"M","D","",93.77,13,1.33,-0.591
107963,"Ron","","Estes","","RepRonEstes","Representative",TRUE,"",FALSE,TRUE,"Kansas","KS","4",2018,"1956-07-19 00:00:00",62,2,"M","R","",97.85,7,0.93,NA
1020906,"Elizabeth","","Esty","","RepEsty","Representative",TRUE,"",FALSE,TRUE,"Connecticut","CT","5",2018,"1959-08-25 00:00:00",59,6,"F","D","",94.44,4,0.41,-0.308
56729,"Dwight","","Evans","","RepDwightEvans","Representative",TRUE,"",FALSE,TRUE,"Pennsylvania","PA","2",2018,"1954-05-16 00:00:00",64,4,"M","D","",93.69,10,1.02,-0.499
95180,"Blake","","Farenthold","","Farenthold","Representative",FALSE,"",FALSE,TRUE,"Texas","TX","27",2018,"1961-12-12 00:00:00",57,8,"M","R","",96.17,6,0.71,0.546
1021406,"John","","Faso","","RepJohnFaso","Representative",TRUE,"",FALSE,TRUE,"New York","NY","19",2018,"1952-08-25 00:00:00",66,2,"M","R","",88.33,8,0.82,0.254
104731,"A.","Drew","Ferguson","","RepDrewFerguson","Representative",TRUE,"",FALSE,TRUE,"Georgia","GA","3",2018,"1967-11-15 00:00:00",51,2,"M","R","",97.74,3,0.31,0.545
103537,"Brian","","Fitzpatrick","","repbrianfitz","Representative",TRUE,"",FALSE,TRUE,"Pennsylvania","PA","8",2018,"1973-12-17 00:00:00",45,2,"M","R","",80.16,3,0.31,0.228
95146,"Chuck","","Fleischmann","","RepChuck","Representative",TRUE,"",FALSE,TRUE,"Tennessee","TN","3",2018,"1962-10-11 00:00:00",56,8,"M","R","",96.51,1,0.1,0.473
623540,"Bill","","Flores","","RepBillFlores","Representative",TRUE,"",FALSE,TRUE,"Texas","TX","17",2018,"1954-02-25 00:00:00",65,8,"M","R","",94.48,16,1.64,0.606
1013049,"Jeff","","Fortenberry","","JeffFortenberry","Representative",TRUE,"",FALSE,TRUE,"Nebraska","NE","1",2018,"1960-12-27 00:00:00",58,14,"M","R","",93.35,29,2.97,0.3
1027346,"Bill","","Foster","","RepBillFoster","Representative",TRUE,"",FALSE,TRUE,"Illinois","IL","11",2018,"1955-10-07 00:00:00",63,6,"M","D","",92.74,12,1.23,-0.223
1013052,"Virginia","","Foxx","","VirginiaFoxx","Representative",TRUE,"",FALSE,TRUE,"North Carolina","NC","5",2018,"1943-06-29 00:00:00",75,12,"F","R","",92.52,0,0,0.64
623714,"Lois","","Frankel","","RepLoisFrankel","Representative",TRUE,"",FALSE,TRUE,"Florida","FL","21",2018,"1948-05-16 00:00:00",70,6,"F","D","",93.81,72,7.38,-0.415
1003550,"Trent","","Franks","","RepTrentFranks","Representative",FALSE,"",FALSE,TRUE,"Arizona","AZ","8",2018,"1957-06-19 00:00:00",61,16,"M","R","",95.06,25,3.71,0.749
37781,"Rodney","","Frelinghuysen","","USRepRodney","Representative",TRUE,"",FALSE,TRUE,"New Jersey","NJ","11",2018,"1946-04-29 00:00:00",72,24,"M","R","",95.31,16,1.64,0.291
